18禁	18禁 🔞
叉叉	叉叉 ❌
插头	插头 🔌
插頭	插頭 🔌
插销	插销 🔌
查德	查德 🇹🇩
查找	查找 🔍
查找	查找 🔍 🔎
茶	茶 🍵
茶杯	茶杯 🍵
茶壶	茶壶 🫖
茶壺	茶壺 🫖
差	差 👎🏻
差佬	差佬 👮🏻‍♂️
差人	差人 👮🏻
差人男	差人男 👮🏻‍♂️
差人女	差人女 👮🏻‍♀️
柴	柴 🪵
馋	馋 😋 🤤
缠头	缠头 👳🏾
缠头男	缠头男 👳🏾‍♂️
缠头女	缠头女 👳🏾‍♀️
纏頭	纏頭 👳🏾
纏頭男	纏頭男 👳🏾‍♂️
纏頭女	纏頭女 👳🏾‍♀️
饞	饞 😋 🤤
颤抖	颤抖 😨 😱
唱	唱 🎤️
唱歌	唱歌 🎤️
唱K	唱K 🪩
超人	超人 🦸‍♂ 🦸 🦸‍♀ 🦸🏻‍♂️ 🦸🏼‍♂️ 🦸🏽‍♂️ 🦸🏾‍♂️ 🦸🏿‍♂️ 🦸🏻 🦸🏼 🦸🏽 🦸🏾 🦸🏿 🦸🏻‍♀️ 🦸🏼‍♀️ 🦸🏽‍♀️ 🦸🏾‍♀️ 🦸🏿‍♀️
超人	超人 🦸🏻
超人男	超人男 🦸🏻‍♂️
超人女	超人女 🦸🏻‍♀️
巢	巢 🪹 🪺
朝鲜	朝鲜 🇰🇵
朝鮮	朝鮮 🇰🇵
朝阳	朝阳 🌄
朝陽	朝陽 🌄
潮男	潮男 👨🏻‍🎤️
潮女	潮女 👩🏻‍🎤️
车	车 🚗
车	车 🚗 🚕 🚙 🚌 🚎 🏎 🚓 🚑 🚒 🚐 🚚 🚛 🛻 🚔 🚍 🚘 🚖 🛺
车来了	车来了 🚘
车厘子	车厘子 🍒
车轮	车轮 🛞
车胎	车胎 🛞
车头	车头 🚆
车箱	车箱 🚆
车站	车站 🚉 🚏
車	車 🚗
車來了	車來了 🚘
車厘子	車厘子 🍒
車輪	車輪 🛞
車胎	車胎 🛞
車頭	車頭 🚆
車箱	車箱 🚆
車站	車站 🚉 🚏
唓	唓 🤪
扯谎	扯谎 🤥
扯謊	扯謊 🤥
撤回	撤回 ↩️
撤销	撤销 ↩️
撤銷	撤銷 ↩️
衬衫	衬衫 👔
衬衣	衬衣 👔
襯衫	襯衫 👔
襯衣	襯衣 👔
撐傘	撐傘 ☔️
撑伞	撑伞 ☔️
成年人	成年人 🧑🏻
成人	成人 🧑🏻
成双成对	成双成对 👫🏻
成雙成對	成雙成對 👫🏻
城堡	城堡 🏯 🏰
城市	城市 🏙
城市	城市 🏙️
乘	乘 × ✖️ * ❌ ⊗
乘	乘 ✖️
乘积	乘积 ∏
程序员	程序员 👨‍💻 🧑‍💻 👩‍💻 👨🏻‍💻 👨🏼‍💻 👨🏽‍💻 👨🏾‍💻 👨🏿‍💻 🧑🏻‍💻 🧑🏼‍💻 🧑🏽‍💻 🧑🏾‍💻 🧑🏿‍💻 👩🏻‍💻 👩🏼‍💻 👩🏽‍💻 👩🏾‍💻 👩🏿‍💻
程序员	程序员 🧑🏻‍💻
程序员男	程序员男 👨🏻‍💻
程序员女	程序员女 👩🏻‍💻
程序員	程序員 🧑🏻‍💻
程序員男	程序員男 👨🏻‍💻
程序員女	程序員女 👩🏻‍💻
橙	橙 🟧
橙色	橙色 🟧
橙心	橙心 🧡
橙圆	橙圆 🟠
橙圓	橙圓 🟠
橙子	橙子 🍊
秤	秤 ⚖️
吃吧	吃吧 😋
吃饭	吃饭 🍚
吃面	吃面 🍜
喫吧	喫吧 😋
喫飯	喫飯 🍚
喫麵	喫麵 🍜
尺	尺 📏
尺	尺 📏 📐
尺子	尺子 📏
齿	齿 🦷
齿轮	齿轮 ⚙
齿轮	齿轮 ⚙️
齒	齒 🦷
齒輪	齒輪 ⚙️
赤	赤 🟥
赤道几内亚	赤道几内亚 🇬🇶
赤道幾內亞	赤道幾內亞 🇬🇶
充电	充电 🔋
充电	充电 🔌
充電	充電 🔋
冲浪	冲浪 🏄‍♂️ 🏄 🏄‍♀️ 🏄🏻‍♂️ 🏄🏼‍♂️ 🏄🏽‍♂️ 🏄🏾‍♂️ 🏄🏿‍♂️ 🏄🏻 🏄🏼 🏄🏽 🏄🏾 🏄🏿 🏄🏻‍♀️ 🏄🏼‍♀️ 🏄🏽‍♀️ 🏄🏾‍♀️ 🏄🏿‍♀️
冲浪	冲浪 🏄🏻
冲浪男	冲浪男 🏄🏻‍♂️
冲浪女	冲浪女 🏄🏻‍♀️
冲凉	冲凉 🚿
沖涼	沖涼 🚿
衝浪	衝浪 🏄🏻
衝浪男	衝浪男 🏄🏻‍♂️
衝浪女	衝浪女 🏄🏻‍♀️
虫	虫 🐛 🪱
虫子	虫子 🐛 🪱
崇拜	崇拜 🙇‍♂ 🙇‍ 🙇‍♀ 🙇🏻‍♂️ 🙇🏼‍♂️ 🙇🏽‍♂️ 🙇🏾‍♂️ 🙇🏿‍♂️ 🙇🏻 🙇🏼 🙇🏽 🙇🏾 🙇🏿 🙇🏻‍♀️ 🙇🏼‍♀️ 🙇🏽‍♀️ 🙇🏾‍♀️ 🙇🏿‍♀️
崇拜	崇拜 🙇🏻
崇拜男	崇拜男 🙇🏻‍♂️
崇拜女	崇拜女 🙇🏻‍♀️
宠物狗	宠物狗 🐕‍🦺
宠物犬	宠物犬 🐕‍🦺
寵物狗	寵物狗 🐕‍🦺
寵物犬	寵物犬 🐕‍🦺
抽烟	抽烟 🚬
抽菸	抽菸 🚬
抽煙	抽煙 🚬
臭鼬	臭鼬 🦨
出丑	出丑 🤡
出醜	出醜 🤡
出国	出国 🚢
出國	出國 🚢
出海	出海 🚢
出汗	出汗 🥵
出汗	出汗 😓 🥵 💦
出警	出警 🚨
出色	出色 🤩
出事了	出事了 🚨
出洋相	出洋相 🤡
出游	出游 🚙
出遊	出遊 🚙
出租车	出租车 🚕
出租车	出租车 🚕 🚖 🚗 🚘
出租車	出租車 🚕
初中	初中 🏫
除	除 ÷ / ➗ ⨸
除	除 ➗
厨师	厨师 👨‍🍳 🧑‍🍳 👩‍🍳 👨🏻‍🍳 👨🏼‍🍳 👨🏽‍🍳 👨🏾‍🍳 👨🏿‍🍳 🧑🏻‍🍳 🧑🏼‍🍳 🧑🏽‍🍳 🧑🏾‍🍳 🧑🏿‍🍳 👩🏻‍🍳 👩🏼‍🍳 👩🏽‍🍳 👩🏾‍🍳 👩🏿‍🍳
厨师	厨师 🧑🏻‍🍳
厨师男	厨师男 👨🏻‍🍳
厨师女	厨师女 👩🏻‍🍳
厨子	厨子 🧑🏻‍🍳
厨子男	厨子男 👨🏻‍🍳
厨子女	厨子女 👩🏻‍🍳
锄	锄 ⛏ ⚒
锄头	锄头 ⛏ ⚒
雏鸡	雏鸡 🐥
廚師	廚師 🧑🏻‍🍳
廚師男	廚師男 👨🏻‍🍳
廚師女	廚師女 👩🏻‍🍳
廚子	廚子 🧑🏻‍🍳
廚子男	廚子男 👨🏻‍🍳
廚子女	廚子女 👩🏻‍🍳
雛雞	雛雞 🐥
储蓄卡	储蓄卡 💳
儲蓄卡	儲蓄卡 💳
处女座	处女座 ♍
处女座	处女座 ♍️
處女座	處女座 ♍️
触电	触电 ⚡️
觸電	觸電 ⚡️
搋子	搋子 🪠
传呼机	传呼机 📟
传真	传真 📠
传真	传真 📠 ℻
传真机	传真机 📠
船	船 ⛵ 🚤 🛳 ⛴ 🛥 🚢 ⛵️ 🛶 ⚓️ 𓊛
船帆	船帆 ⛵️
船坞	船坞 ⚓️
船塢	船塢 ⚓️
船长	船长 🧑🏻‍✈️
船长男	船长男 👨🏻‍✈️
船长女	船长女 👩🏻‍✈️
船長	船長 🧑🏻‍✈️
船長男	船長男 👨🏻‍✈️
船長女	船長女 👩🏻‍✈️
傳呼機	傳呼機 📟
傳真	傳真 📠
傳真機	傳真機 📠
串	串 🍢
串烧	串烧 🍢
串燒	串燒 🍢
窗	窗 🪟
窗戶	窗戶 🪟
窗户	窗户 🪟
窗子	窗子 🪟
床	床 🛏️
床	床 🛏 🛌 🛌🏻 🛌🏼 🛌🏽 🛌🏾 🛌🏿
牀	牀 🛏️
创可贴	创可贴 🩹
創可貼	創可貼 🩹
吹	吹 🌬️
吹风	吹风 💨
吹風	吹風 💨
吹气	吹气 🌬️
吹氣	吹氣 🌬️
垂斯坦昆哈	垂斯坦昆哈 🇸🇭
锤	锤 🔨
锤	锤 🔨 ⚒ 🛠
锤子	锤子 🔨
锤子	锤子 🔨 ⚒ 🛠
鎚	鎚 🔨
鎚子	鎚子 🔨
春心	春心 💗
唇	唇 👄
唇彩	唇彩 💄
唇膏	唇膏 💄
唇印	唇印 💋
蠢	蠢 🐷
蠢	蠢 🤪
蠢材	蠢材 🐷
呲牙	呲牙 😁
词典	词典 📖
茈花	茈花 🎇
辞典	辞典 📖
磁带	磁带 📼
磁帶	磁帶 📼
磁碟	磁碟 💾
磁盘	磁盘 💾
磁盤	磁盤 💾
磁铁	磁铁 🧲
磁鐵	磁鐵 🧲
磁悬浮	磁悬浮 🚄
磁懸浮	磁懸浮 🚄
次方	次方 ^ ² ³ ⁴ ⁵ ⁶ ⁷ ⁸ ⁹
次幂	次幂 ^ ² ³ ⁴ ⁵ ⁶ ⁷ ⁸ ⁹
刺猥	刺猥 🦔
刺猬	刺猬 🦔
聪明	聪明 😇
聰明	聰明 😇
粗粮	粗粮 🌽 🥔 🍠 🥜 🌰
粗气	粗气 😤
粗氣	粗氣 😤
酢浆草	酢浆草 ☘️
酢漿草	酢漿草 ☘️
蹙眉	蹙眉 🙍🏻
蹙眉男	蹙眉男 🙍🏻‍♂️
蹙眉女	蹙眉女 🙍🏻‍♀️
存入手机	存入手机 📲
存入手機	存入手機 📲
撮	撮 🤌🏻
锉冰	锉冰 🍧
错	错 ❌ ✖️ ✖ ✗ ✘ × ☒ ❎
错误	错误 ❌
错误	错误 ❌ ✖️ ✖ ✗ ✘ × ☒ ❎
銼冰	銼冰 🍧
錯誤	錯誤 ❌
搭的	搭的 🚖
达玛尔	达玛尔 🫔
達瑪爾	達瑪爾 🫔
打靶	打靶 🎯
打板球	打板球 🏏
打草地曲棍球	打草地曲棍球 🏑
打叉	打叉 ❎
打车	打车 🚖
打車	打車 🚖
打的	打的 🚖
打电话	打电话 🤙 🤙🏻 🤙🏼 🤙🏽 🤙🏾 🤙🏿
打给我	打给我 🤙🏻
打給我	打給我 🤙🏻
打勾	打勾 ✅
打鼔	打鼔 🥁
打哈欠	打哈欠 🥱
打机	打机 🎮
打機	打機 🎮
打结	打结 ➰
打结	打结 🪢
打結	打結 ➰
打开档案夹	打开档案夹 📂
打开文件夹	打开文件夹 📂
打開檔案夾	打開檔案夾 📂
打開文件夾	打開文件夾 📂
打篮球	打篮球 ⛹🏻
打篮球男	打篮球男 ⛹🏻‍♂️
打篮球女	打篮球女 ⛹🏻‍♀️
打籃球	打籃球 ⛹🏻
打籃球男	打籃球男 ⛹🏻‍♂️
打籃球女	打籃球女 ⛹🏻‍♀️
打雷	打雷 🌩️
打麻将	打麻将 🀄️
打麻將	打麻將 🀄️
打麻雀	打麻雀 🀄️
打你	打你 👊🏻
打牌	打牌 🃏️
打喷嚏	打喷嚏 🤧
打噴嚏	打噴嚏 🤧
打扑克	打扑克 🃏️
打撲克	打撲克 🃏️
打球	打球 ⛹🏻
打球男	打球男 ⛹🏻‍♂️
打球女	打球女 ⛹🏻‍♀️
打曲棍球	打曲棍球 🏒
打圈	打圈 ➰
打伞	打伞 ☔️
打傘	打傘 ☔️
打水战	打水战 🔫
打水戰	打水戰 🔫
打死你	打死你 👊🏻
打响指	打响指 🤞🏻
打響指	打響指 🤞🏻
打旋	打旋 ➰
打疫苗	打疫苗 💉
打印	打印 🖨 ⎙
打印机	打印机 🖨️
打印机	打印机 🖨 ⎙
打印機	打印機 🖨️
打游戏	打游戏 🎮
打遊戲	打遊戲 🎮
打招呼	打招呼 🙋🏻
打招呼男	打招呼男 🙋🏻‍♂️
打招呼女	打招呼女 🙋🏻‍♀️
打针	打针 💉
打針	打針 💉
打坐	打坐 🧘🏻
打坐男	打坐男 🧘🏻‍♂️
打坐女	打坐女 🧘🏻‍♀️
大巴	大巴 🚍
大白菜	大白菜 🥬
大便	大便 💩
大饼	大饼 🫓
大餅	大餅 🫓
大不列颠	大不列颠 🇬🇧
大不列顛	大不列顛 🇬🇧
大厨	大厨 🧑🏻‍🍳
大厨男	大厨男 👨🏻‍🍳
大厨女	大厨女 👩🏻‍🍳
大廚	大廚 🧑🏻‍🍳
大廚男	大廚男 👨🏻‍🍳
大廚女	大廚女 👩🏻‍🍳
大肚子	大肚子 🫄🏻
大肚子男	大肚子男 🫃🏻
大肚子女	大肚子女 🤰🏻
大恩	大恩 🙏🏻
大恩大德	大恩大德 🙏🏻
大法官	大法官 🧑🏻‍⚖️
大法官男	大法官男 👨🏻‍⚖️
大法官女	大法官女 👩🏻‍⚖️
大反派	大反派 🦹‍♂ 🦹 🦹‍♀ 🦹🏻‍♂️ 🦹🏼‍♂️ 🦹🏽‍♂️ 🦹🏾‍♂️ 🦹🏿‍♂️ 🦹🏻 🦹🏼 🦹🏽 🦹🏾 🦹🏿 🦹🏻‍♀️ 🦹🏼‍♀️ 🦹🏽‍♀️ 🦹🏾‍♀️ 🦹🏿‍♀️
大幅降低	大幅降低 ⏬
大幅增高	大幅增高 ⏫
大韩民国	大韩民国 🇰🇷
大韓民國	大韓民國 🇰🇷
大喊	大喊 🗣️
大胡子	大胡子 🧔🏻
大胡子男	大胡子男 🧔🏻‍♂️
大胡子女	大胡子女 🧔🏻‍♀️
大鬍子	大鬍子 🧔🏻
大鬍子男	大鬍子男 🧔🏻‍♂️
大鬍子女	大鬍子女 🧔🏻‍♀️
大灰狼	大灰狼 🐺
大哭	大哭 😭
大浪	大浪 🌊
大老鼠	大老鼠 🐀
大楼	大楼 🏙️ 🏢
大樓	大樓 🏙️ 🏢
大陆	大陆 🇨🇳
大陸	大陸 🇨🇳
大麻烦	大麻烦 🤦🏻
大麻烦男	大麻烦男 🤦🏻‍♂️
大麻烦女	大麻烦女 🤦🏻‍♀️
大麻煩	大麻煩 🤦🏻
大麻煩男	大麻煩男 🤦🏻‍♂️
大麻煩女	大麻煩女 🤦🏻‍♀️
大马	大马 🇲🇾
大馬	大馬 🇲🇾
大米	大米 🌾
大漠	大漠 🏜️
大拇指	大拇指 👍🏻 👍🏻
大脑	大脑 🧠
大腦	大腦 🧠
大人	大人 🧑🏻
大厦	大厦 🏢
大廈	大廈 🏢
大声	大声 🔊
大聲	大聲 🔊
大蒜	大蒜 🧄
大头钉	大头钉 📌
大頭釘	大頭釘 📌
大腿	大腿 🦵🏻
大虾	大虾 🦐
大蝦	大蝦 🦐
大象	大象 🐘
大象	大象 🐘 🦣 𓃰
大笑	大笑 🤣
大写	大写 🔠
大写字母	大写字母 🔠
大寫字母	大寫字母 🔠
大猩猩	大猩猩 🦍
大熊猫	大熊猫 🐼
大熊貓	大熊貓 🐼
大学生	大学生 🧑🏻‍🎓
大学生男	大学生男 👨🏻‍🎓
大学生女	大学生女 👩🏻‍🎓
大學生	大學生 🧑🏻‍🎓
大學生男	大學生男 👨🏻‍🎓
大學生女	大學生女 👩🏻‍🎓
大雪	大雪 ☃️
大洋洲	大洋洲 🌏
大衣	大衣 🧥
大英	大英 🇬🇧
大雨	大雨 🌧️
大闸蟹	大闸蟹 🦀
大閘蟹	大閘蟹 🦀
大正	大正 ㍽
大状	大状 🧑🏻‍⚖️
大状男	大状男 👨🏻‍⚖️
大状女	大状女 👩🏻‍⚖️
大狀	大狀 🧑🏻‍⚖️
大狀男	大狀男 👨🏻‍⚖️
大狀女	大狀女 👩🏻‍⚖️
呆子	呆子 🤓
带锁行李	带锁行李 🛅
帶鎖行李	帶鎖行李 🛅
袋棍球	袋棍球 🥍
袋鼠	袋鼠 🦘
戴口罩	戴口罩 😷
丹麦	丹麦 🇩🇰
丹麥	丹麥 🇩🇰
单板	单板 🏂🏻
单板滑雪	单板滑雪 🏂🏻
单车	单车 🚲
单峰骆驼	单峰骆驼 🐪
单轨电车	单轨电车 🚝
单亲爸爸	单亲爸爸 👨‍👦 👨‍👧 👨‍👧‍👦
单亲家庭	单亲家庭 👨‍👦 👨‍👧 👨‍👧‍👦 👩‍👦 👩‍👧 👩‍👧‍👦
单亲妈妈	单亲妈妈 👩‍👦 👩‍👧 👩‍👧‍👦
单曲	单曲 🔂
单曲循环	单曲循环 🔂
单身父亲	单身父亲 👨‍👦 👨‍👧 👨‍👧‍👦
单身母亲	单身母亲 👩‍👦 👩‍👧 👩‍👧‍👦
单位	单位 Å ℃ ％ ‰ ‱ ° ℉ ㏃ ㏆ ㎈ ㏄ ㏅ ㎝ ㎠ ㎤ ㏈ ㎗ ㎙ ㎓ ㎬ ㏉ ㏊ ㏋ ㎐ ㏌ ㎄ ㎅ ㎉ ㎏ ㎑ ㏍ ㎘ ㎞ ㏎ ㎢ ㎦ ㎪ ㏏ ㎸ ㎾ ㏀ ㏐ ㏓ ㎧ ㎨ ㎡ ㎥ ㎃ ㏔ ㎆ ㎎ ㎒ ㏕ ㎖ ㎜ ㎟ ㎣ ㏖ ㎫ ㎳ ㎷ ㎹ ㎽ ㎿ ㏁ ㎁ ㎋ ㎚ ㎱ ㎵ ㎻ ㏘ ㎩ ㎀ ㎊ ㏗ ㏙ ㏚ ㎰ ㎴ ㎺ ㎭ ㎮ ㎯ ㏛ ㏜ ㎔ ㏝ ㎂ ㎌ ㎍ ㎕ ㎛ ㎲ ㎶ ㎼
单选框	单选框 🔘
單板	單板 🏂🏻
單板滑雪	單板滑雪 🏂🏻
單車	單車 🚲
單峰駱駝	單峰駱駝 🐪
單軌電車	單軌電車 🚝
單親爸爸	單親爸爸 👨‍👦 👨‍👧 👨‍👧‍👦
單親家庭	單親家庭 👨‍👦 👨‍👧 👨‍👧‍👦 👩‍👦 👩‍👧 👩‍👧‍👦
單親媽媽	單親媽媽 👩‍👦 👩‍👧 👩‍👧‍👦
單曲循環	單曲循環 🔂
單身父親	單身父親 👨‍👦 👨‍👧 👨‍👧‍👦
單身母親	單身母親 👩‍👦 👩‍👧 👩‍👧‍👦
單選框	單選框 🔘
掸指	掸指 🤞🏻
撣指	撣指 🤞🏻
诞生	诞生 🐣
弹出	弹出 ⏏️
弹琴	弹琴 🎹
蛋	蛋 🥚
蛋	蛋 🥚 🐣
蛋饼	蛋饼 🥞
蛋餅	蛋餅 🥞
蛋糕	蛋糕 🍰
蛋糕	蛋糕 🎂 🍰 🧁
蛋奶冻	蛋奶冻 🍮
蛋奶凍	蛋奶凍 🍮
蛋治	蛋治 🥪
誕生	誕生 🐣
彈出	彈出 ⏏️
彈琴	彈琴 🎹
当然	当然 🙄
当心儿童	当心儿童 🚸
當然	當然 🙄
當心兒童	當心兒童 🚸
党	党 ☭
档案	档案 🗃️
档案袋	档案袋 🗂️
档案柜	档案柜 🗄️
档案盒	档案盒 🗃️
档案夹	档案夹 📁
档案箱	档案箱 🗃️
檔案	檔案 🗃️
檔案袋	檔案袋 🗂️
檔案櫃	檔案櫃 🗄️
檔案盒	檔案盒 🗃️
檔案夾	檔案夾 📁
檔案箱	檔案箱 🗃️
刀	刀 🔪
刀	刀 🔪 🗡️ 🍴 🍽️
刀叉	刀叉 🍴
刀叉	刀叉 🍽 🍴
导弹	导弹 🚀
导盲犬	导盲犬 🦮
导盲犬	导盲犬 🦮 🐕‍🦺
导盲杖	导盲杖 🦯
导入手机	导入手机 📲
岛	岛 🏝
岛	岛 🏝️
岛国	岛国 🗾
岛屿	岛屿 🏝
岛屿	岛屿 🗾
島	島 🏝️
島國	島國 🗾
島嶼	島嶼 🗾
導彈	導彈 🚀
導盲犬	導盲犬 🦮
導盲杖	導盲杖 🦯
導入手機	導入手機 📲
倒	倒 🤒
倒	倒 🫗
倒彩	倒彩 🖕🏻
倒带	倒带 ⏪
倒帶	倒帶 ⏪
倒挂列车	倒挂列车 🚟
倒掛列車	倒掛列車 🚟
倒楣	倒楣 😫
倒水	倒水 🫗
倒退	倒退 ⏪ ◀️
道观	道观 🛐
道觀	道觀 🛐
道教	道教 ☯️
道路施工	道路施工 🚧
稻	稻 🌾
稻田	稻田 🌾
稻子	稻子 🌾
得	得 🉐
得	得 🉐️ 👌🏻
得意	得意 😏
德国	德国 🇩🇪
德國	德國 🇩🇪
德意志	德意志 🇩🇪
地	地 ⏚
地瓜	地瓜 🍠
地球	地球 🌍 🌎 🌏
地球	地球 🌍 🌎 🌏 🌐
地铁	地铁 🚇
地铁	地铁 Ⓜ️ 🚇
地鐵	地鐵 Ⓜ️ 🚇
地图	地图 🗺️
地图	地图 🗺 🗾
地圖	地圖 🗺️
地下铁	地下铁 🚇
地下鐵	地下鐵 🚇
的士	的士 🚕
灯	灯 💡
灯	灯 💡 🪩
灯笼	灯笼 🏮
灯泡	灯泡 💡
灯泡	灯泡 💡 🪩
灯神	灯神 🧞
灯神男	灯神男 🧞‍♂️
灯神女	灯神女 🧞‍♀️
登山列车	登山列车 🚞
登山列車	登山列車 🚞
登山靴	登山靴 🥾
燈	燈 💡
燈籠	燈籠 🏮
燈泡	燈泡 💡
燈神	燈神 🧞
燈神男	燈神男 🧞‍♂️
燈神女	燈神女 🧞‍♀️
等一会	等一会 ☝🏻️
等一會	等一會 ☝🏻️
等于	等于 🟰
等於	等於 🟰
瞪眼	瞪眼 😳
低温	低温 🥶
低溫	低溫 🥶
低音量	低音量 🔉
迪厅	迪厅 🪩
迪廳	迪廳 🪩
底片	底片 🎞️
第二	第二 🥈
第二卷	第二卷 📗
第二名	第二名 🥈
第三	第三 🥉
第三卷	第三卷 📘
第三名	第三名 🥉
第四卷	第四卷 📙
第一	第一 🥇
第一卷	第一卷 📕
第一名	第一名 🥇
睇唔明	睇唔明 😵‍💫
睇戏	睇戏 🎬
睇戲	睇戲 🎬
颠倒	颠倒 🙃
顛倒	顛倒 🙃
点火	点火 🔥
点心	点心 🍪
点烟	点烟 🚬
点著	点著 🔥
點火	點火 🔥
點心	點心 🍪
點菸	點菸 🚬
點煙	點煙 🚬
點著	點著 🔥
电	电 ⚡
电	电 ⚡️
电车	电车 🚃
电车	电车 🚎
电池	电池 🔋
电池	电池 🔋 🪫
电单车	电单车 🏍️ 🛵
电灯	电灯 💡
电灯	电灯 💡 🪩
电灯泡	电灯泡 💡
电动车	电动车 🛵
电动火车	电动火车 🚊
电动轮椅	电动轮椅 🦼
电话	电话 ☎ ☏ 📞 ℡ 📱 📲 ✆ 🤙
电话	电话 📱
电话机	电话机 ☎️
电话亭	电话亭 ➿
电话筒	电话筒 📞
电话线	电话线 ➿
电力火车	电力火车 🚊
电摩托	电摩托 🛵
电脑	电脑 💻 🖥
电脑	电脑 🖥️
电脑包	电脑包 💼
电器	电器 💡 📺 ☎️ 📟 📞 📠 📻 🕰 📡 🔦
电视	电视 📺
电视机	电视机 📺
电视塔	电视塔 🗼
电塔	电塔 🗼
电台	电台 🗼
电梯	电梯 🛗
电影	电影 🎬
电影	电影 🎬 🎥 🎞 📽 🈙
电影院	电影院 🎥
电影院	电影院 🎦
电邮	电邮 📧
电子	电子 ⌚️ 📱 💻 ⌨️ 🖥 🖨 🖱 📷 📹 💾 💽 💿 📀
电子邮件	电子邮件 📧
电子邮件	电子邮件 📧 📨 📩 📤 📥
電	電 ⚡️
電車	電車 🚎
電池	電池 🔋
電單車	電單車 🏍️ 🛵
電燈	電燈 💡
電燈泡	電燈泡 💡
電動火車	電動火車 🚊
電動輪椅	電動輪椅 🦼
電話	電話 📱
電話機	電話機 ☎️
電話亭	電話亭 ➿
電話筒	電話筒 📞
電話線	電話線 ➿
電力火車	電力火車 🚊
電摩托	電摩托 🛵
電腦	電腦 🖥️
電腦包	電腦包 💼
電視	電視 📺
電視機	電視機 📺
電視塔	電視塔 🗼
電塔	電塔 🗼
電台	電台 🗼
電臺	電臺 🗼
電梯	電梯 🛗
電影	電影 🎬
電影院	電影院 🎥
電郵	電郵 📧
電子郵件	電子郵件 📧
凋零	凋零 🥀
凋谢	凋谢 🥀
凋謝	凋謝 🥀
貂	貂 🦡
雕像	雕像 🗽
钓鱼	钓鱼 🎣
调暗	调暗 🔅
调低	调低 🔽
调高	调高 🔼
调羹	调羹 🥄
调节	调节 🎚 🎛
调亮	调亮 🔆
调皮	调皮 🤪
调色	调色 🎨
调色板	调色板 🎨
调色盘	调色盘 🎨
釣魚	釣魚 🎣
調暗	調暗 🔅
調低	調低 🔽
調高	調高 🔼
調羹	調羹 🥄
調亮	調亮 🔆
調皮	調皮 🤪
調色	調色 🎨
調色板	調色板 🎨
調色盤	調色盤 🎨
跌	跌 📉
蝶	蝶 🦋
盯	盯 👁️
钉	钉 📌 📍 📎
顶	顶 👍🏻
頂	頂 👍🏻
定食	定食 🍱
丢脸	丢脸 🤦‍♂ 🤦 🤦‍♀ 🤦🏻‍♂️ 🤦🏼‍♂️ 🤦🏽‍♂️ 🤦🏾‍♂️ 🤦🏿‍♂️ 🤦🏻 🤦🏼 🤦🏽 🤦🏾 🤦🏿 🤦🏻‍♀️ 🤦🏼‍♀️ 🤦🏽‍♀️ 🤦🏾‍♀️ 🤦🏿‍♀️
东帝汶	东帝汶 🇹🇱
东加	东加 🇹🇴
东京	东京 🗻
东京铁塔	东京铁塔 🗼
东正教	东正教 ☦️
東帝汶	東帝汶 🇹🇱
東加	東加 🇹🇴
東京	東京 🗻
東正教	東正教 ☦️
动车	动车 🚅
冻	冻 🥶
洞	洞 🕳
洞	洞 🕳️
凍	凍 🥶
動車	動車 🚅
都市	都市 🏙️
都行	都行 😶
抖	抖 😨 😱
豆	豆 🫘
豆子	豆子 🫘
逗号	逗号 ， ,
逗你玩	逗你玩 😜
嘟嘴	嘟嘴 😗
独角兽	独角兽 🦄
独木舟	独木舟 🛶
读书	读书 📖 🤓
读书人	读书人 🤓
獨角獸	獨角獸 🦄
獨木舟	獨木舟 🛶
讀書	讀書 📖 🤓
讀書人	讀書人 🤓
赌博	赌博 🎰
赌博机	赌博机 🎰
赌场	赌场 🎰
赌马	赌马 🏇🏻
赌钱	赌钱 🎰
賭博	賭博 🎰
賭博機	賭博機 🎰
賭場	賭場 🎰
賭馬	賭馬 🏇🏻
賭錢	賭錢 🎰
度假	度假 🏖️
渡渡鸟	渡渡鸟 🦤
渡渡鳥	渡渡鳥 🦤
渡口	渡口 ⛴️
渡轮	渡轮 ⛴️
渡輪	渡輪 ⛴️
短裤	短裤 🩲 🩳
短裤	短裤 🩳
短褲	短褲 🩲 🩳
短袖	短袖 👕 👚
堆雪人	堆雪人 ⛄️
对	对 ✔️ ✅ ☑ ✓ ✔ ⭕ √
对白	对白 🗯️
对比	对比 🆚️
对不对	对不对 😈
对不起	对不起 🙏🏻
对称	对称 ⌯
对勾	对勾 ✔️ ✅ ☑ ✓ ✔ ⭕ √
对话	对话 🗣 💬 🗯 💭 👄
对话框	对话框 🗯️
对决	对决 🆚️
对上	对上 🆚️
兌換	兌換 💱
兑换	兑换 💱
對白	對白 🗯️
對比	對比 🆚️
對不對	對不對 😈
對不起	對不起 🙏🏻
對話框	對話框 🗯️
對決	對決 🆚️
對上	對上 🆚️
盾	盾 🛡
盾	盾 🛡️
盾牌	盾牌 🛡
盾牌	盾牌 🛡️
顿号	顿号 、
多哥	多哥 🇹🇬
多米尼加	多米尼加 🇩🇴
多米尼克	多米尼克 🇩🇲
多明尼加	多明尼加 🇩🇴
多选框	多选框 ☑️
多選框	多選框 ☑️
多云	多云 ⛅️
多云	多云 ⛅ ☁
多云间晴	多云间晴 🌤️
多雲	多雲 ⛅️
多雲間晴	多雲間晴 🌤️
哆嗦	哆嗦 🥶
舵	舵 ☸️
